File ./U127_P17_R6702955bc773bad1dc4bfc90_S1@100.cc.cc17o2: 171 tokens, 20 lines (not NL-terminated)
./U149_P17_R67010572ec56fd55436ccb2b_S1@100.cc.cc17o2 consists for 10 % of ./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2 material
./U149_P17_R67010572ec56fd55436ccb2b_S1@100.cc.cc17o2 consists for 9 % of ./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 material
./U174_P17_R670390ddc773bad1dc4ca9a0_S1@100.cc.cc17o2 consists for 49 % of ./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 material
./U174_P17_R670390ddc773bad1dc4ca9a0_S1@100.cc.cc17o2 consists for 43 % of ./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 material
./U199_P17_R6705f2dfc773bad1dc4e5c30_S1@100.cc.cc17o2 consists for 47 % of ./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2 material
./U199_P17_R6705f2dfc773bad1dc4e5c30_S1@100.cc.cc17o2 consists for 23 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U147_P17_R6703ed56c773bad1dc4d8a8d_S1@100.cc.cc17o2 consists for 47 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U147_P17_R6703ed56c773bad1dc4d8a8d_S1@100.cc.cc17o2 consists for 31 % of ./U168_P17_R670384bbc773bad1dc4c6f75_S1@100.cc.cc17o2 material
./U147_P17_R6703ed56c773bad1dc4d8a8d_S1@100.cc.cc17o2 consists for 22 % of ./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 material
./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 consists for 47 % of ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2 material
./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 consists for 13 % of ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2 material
./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 consists for 46 % of ./U156_P17_R67054421c773bad1dc4e2ba8_S1@100.cc.cc17o2 material
./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 consists for 21 % of ./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 material
./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 consists for 19 % of ./U159_P17_R6700eda8ec56fd55436c84fd_S1@100.cc.cc17o2 material
./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 consists for 9 % of ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 material
./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 consists for 46 % of ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2 material
./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 consists for 20 % of ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 material
./U179_P17_R6700f0abec56fd55436c8e38_S1@100.cc.cc17o2 consists for 46 % of ./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 material
./U179_P17_R6700f0abec56fd55436c8e38_S1@100.cc.cc17o2 consists for 27 % of ./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 material
./U179_P17_R6700f0abec56fd55436c8e38_S1@100.cc.cc17o2 consists for 17 % of ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 material
./U179_P17_R6700f0abec56fd55436c8e38_S1@100.cc.cc17o2 consists for 10 % of ./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 material
./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 consists for 45 % of ./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 material
./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 consists for 18 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 consists for 11 % of ./U199_P17_R6705f2dfc773bad1dc4e5c30_S1@100.cc.cc17o2 material
./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 consists for 8 % of ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2 material
./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 consists for 45 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 consists for 25 % of ./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 material
./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 consists for 15 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 consists for 43 % of ./U194_P17_R67010460ec56fd55436cc8f0_S1@100.cc.cc17o2 material
./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 consists for 20 % of ./U176_P17_R6700f07cec56fd55436c8d75_S1@100.cc.cc17o2 material
./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 consists for 18 % of ./U173_P17_R6701f5bcc773bad1dc4b965a_S1@100.cc.cc17o2 material
./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 consists for 42 % of ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 material
./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 consists for 18 % of ./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 material
./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 consists for 16 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U215_P17_R6704097dc773bad1dc4daadc_S1@100.cc.cc17o2 consists for 42 % of ./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 material
./U215_P17_R6704097dc773bad1dc4daadc_S1@100.cc.cc17o2 consists for 17 % of ./U220_P17_R6707beaec773bad1dc4ee64a_S7@0.cc.cc17o2 material
./U159_P17_R6700eda8ec56fd55436c84fd_S1@100.cc.cc17o2 consists for 41 % of ./U175_P17_R6703b2f1c773bad1dc4d2d0a_S1@100.cc.cc17o2 material
./U159_P17_R6700eda8ec56fd55436c84fd_S1@100.cc.cc17o2 consists for 14 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U159_P17_R6700eda8ec56fd55436c84fd_S1@100.cc.cc17o2 consists for 12 % of ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 material
./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 consists for 39 % of ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2 material
./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 consists for 24 % of ./U234_P17_R6704fd27c773bad1dc4dec72_S6@10.cc.cc17o2 material
./U183_P17_R67013504ec56fd55436cf1fa_S1@100.cc.cc17o2 consists for 37 % of ./U188_P17_R67010d9aec56fd55436cdb22_S1@100.cc.cc17o2 material
./U162_P17_R6703b531c773bad1dc4d2faf_S1@100.cc.cc17o2 consists for 37 % of ./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2 material
./U162_P17_R6703b531c773bad1dc4d2faf_S1@100.cc.cc17o2 consists for 14 % of ./U164_P17_R670546c6c773bad1dc4e2d1d_S1@100.cc.cc17o2 material
./U162_P17_R6703b531c773bad1dc4d2faf_S1@100.cc.cc17o2 consists for 10 % of ./U212_P17_R67011e13ec56fd55436ce333_S2@0.cc.cc17o2 material
./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 consists for 36 % of ./U213_P17_R670495b2c773bad1dc4dbe28_S1@100.cc.cc17o2 material
./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 consists for 28 % of ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 material
./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 consists for 20 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U181_P17_R6700f6ffec56fd55436c9e24_S1@100.cc.cc17o2 consists for 36 % of ./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 material
./U181_P17_R6700f6ffec56fd55436c9e24_S1@100.cc.cc17o2 consists for 22 % of ./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 material
./U181_P17_R6700f6ffec56fd55436c9e24_S1@100.cc.cc17o2 consists for 22 % of ./U196_P17_R6700f559ec56fd55436c9a62_S1@100.cc.cc17o2 material
./U181_P17_R6700f6ffec56fd55436c9e24_S1@100.cc.cc17o2 consists for 19 % of ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 material
./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 consists for 35 % of ./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 material
./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 consists for 21 % of ./U146_P17_R670145bec773bad1dc4b6969_S1@100.cc.cc17o2 material
./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 consists for 8 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 consists for 8 % of ./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 material
./U229_P17_R6701651ec773bad1dc4b7e39_S1@100.cc.cc17o2 consists for 35 % of ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 material
./U229_P17_R6701651ec773bad1dc4b7e39_S1@100.cc.cc17o2 consists for 30 % of ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 material
./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 consists for 35 % of ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2 material
./U155_P17_R67038ff4c773bad1dc4ca516_S1@100.cc.cc17o2 consists for 34 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U155_P17_R67038ff4c773bad1dc4ca516_S1@100.cc.cc17o2 consists for 32 % of ./U160_P17_R6700ff53ec56fd55436cb86d_S1@100.cc.cc17o2 material
./U155_P17_R67038ff4c773bad1dc4ca516_S1@100.cc.cc17o2 consists for 16 % of ./U199_P17_R6705f2dfc773bad1dc4e5c30_S1@100.cc.cc17o2 material
./U189_P17_R67029a5bc773bad1dc4c02ce_S1@100.cc.cc17o2 consists for 34 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U189_P17_R67029a5bc773bad1dc4c02ce_S1@100.cc.cc17o2 consists for 25 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U189_P17_R67029a5bc773bad1dc4c02ce_S1@100.cc.cc17o2 consists for 19 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U164_P17_R670546c6c773bad1dc4e2d1d_S1@100.cc.cc17o2 consists for 34 % of ./U166_P17_R67079b40c773bad1dc4ede29_S1@100.cc.cc17o2 material
./U164_P17_R670546c6c773bad1dc4e2d1d_S1@100.cc.cc17o2 consists for 30 % of ./U181_P17_R6700f6ffec56fd55436c9e24_S1@100.cc.cc17o2 material
./U175_P17_R6703b2f1c773bad1dc4d2d0a_S1@100.cc.cc17o2 consists for 33 % of ./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 material
./U175_P17_R6703b2f1c773bad1dc4d2d0a_S1@100.cc.cc17o2 consists for 27 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 consists for 32 % of ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2 material
./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 consists for 17 % of ./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2 material
./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 consists for 8 % of ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 material
./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 consists for 7 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U224_P17_R6701007cec56fd55436cbbfa_S1@100.cc.cc17o2 consists for 31 % of ./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2 material
./U156_P17_R67054421c773bad1dc4e2ba8_S1@100.cc.cc17o2 consists for 31 % of ./U159_P17_R6700eda8ec56fd55436c84fd_S1@100.cc.cc17o2 material
./U156_P17_R67054421c773bad1dc4e2ba8_S1@100.cc.cc17o2 consists for 13 % of ./U175_P17_R6703b2f1c773bad1dc4d2d0a_S1@100.cc.cc17o2 material
./U211_P17_R67011ed6ec56fd55436ce37d_S1@100.cc.cc17o2 consists for 31 % of ./U212_P17_R67011e13ec56fd55436ce333_S2@0.cc.cc17o2 material
./U211_P17_R67011ed6ec56fd55436ce37d_S1@100.cc.cc17o2 consists for 17 % of ./U213_P17_R670495b2c773bad1dc4dbe28_S1@100.cc.cc17o2 material
./U205_P17_R6700f1eeec56fd55436c91d5_S1@100.cc.cc17o2 consists for 31 % of ./U208_P17_R6706786ac773bad1dc4ea315_S1@100.cc.cc17o2 material
./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 consists for 30 % of ./U213_P17_R670495b2c773bad1dc4dbe28_S1@100.cc.cc17o2 material
./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 consists for 26 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 consists for 17 % of ./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 material
./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 consists for 14 % of ./U220_P17_R6707beaec773bad1dc4ee64a_S7@0.cc.cc17o2 material
./U133_P17_R67040319c773bad1dc4da377_S1@100.cc.cc17o2 consists for 30 % of ./U135_P17_R67038ce6c773bad1dc4c9478_S1@100.cc.cc17o2 material
./U133_P17_R67040319c773bad1dc4da377_S1@100.cc.cc17o2 consists for 23 % of ./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 material
./U133_P17_R67040319c773bad1dc4da377_S1@100.cc.cc17o2 consists for 22 % of ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 material
./U133_P17_R67040319c773bad1dc4da377_S1@100.cc.cc17o2 consists for 19 % of ./U146_P17_R670145bec773bad1dc4b6969_S1@100.cc.cc17o2 material
./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2 consists for 30 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2 consists for 16 % of ./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2 material
./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2 consists for 13 % of ./U215_P17_R6704097dc773bad1dc4daadc_S1@100.cc.cc17o2 material
./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2 consists for 11 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 consists for 29 % of ./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2 material
./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 consists for 19 % of ./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 material
./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 consists for 14 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 consists for 14 % of ./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 material
./U194_P17_R67010460ec56fd55436cc8f0_S1@100.cc.cc17o2 consists for 29 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U194_P17_R67010460ec56fd55436cc8f0_S1@100.cc.cc17o2 consists for 24 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U194_P17_R67010460ec56fd55436cc8f0_S1@100.cc.cc17o2 consists for 13 % of ./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 material
./U200_P17_R6700e422ec56fd55436c6bd0_S1@100.cc.cc17o2 consists for 28 % of ./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 material
./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 consists for 28 % of ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 material
./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 consists for 25 % of ./U190_P17_R6701230aec56fd55436ce581_S1@100.cc.cc17o2 material
./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 consists for 14 % of ./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 material
./U146_P17_R670145bec773bad1dc4b6969_S1@100.cc.cc17o2 consists for 28 % of ./U148_P17_R670481bcc773bad1dc4db7e4_S1@100.cc.cc17o2 material
./U146_P17_R670145bec773bad1dc4b6969_S1@100.cc.cc17o2 consists for 15 % of ./U147_P17_R6703ed56c773bad1dc4d8a8d_S1@100.cc.cc17o2 material
./U137_P17_R6704b770c773bad1dc4dd06a_S1@100.cc.cc17o2 consists for 28 % of ./U141_P17_R6702d509c773bad1dc4c260c_S1@100.cc.cc17o2 material
./U137_P17_R6704b770c773bad1dc4dd06a_S1@100.cc.cc17o2 consists for 27 % of ./U149_P17_R67010572ec56fd55436ccb2b_S1@100.cc.cc17o2 material
./U137_P17_R6704b770c773bad1dc4dd06a_S1@100.cc.cc17o2 consists for 24 % of ./U152_P17_R6703a020c773bad1dc4cf51d_S1@100.cc.cc17o2 material
./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 consists for 28 % of ./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2 material
./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 consists for 21 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 consists for 15 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2 consists for 13 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 consists for 27 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 consists for 20 % of ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2 material
./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 consists for 8 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U178_P17_R6706152fc773bad1dc4e7af6_S1@100.cc.cc17o2 consists for 26 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U178_P17_R6706152fc773bad1dc4e7af6_S1@100.cc.cc17o2 consists for 17 % of ./U179_P17_R6700f0abec56fd55436c8e38_S1@100.cc.cc17o2 material
./U178_P17_R6706152fc773bad1dc4e7af6_S1@100.cc.cc17o2 consists for 11 % of ./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 material
./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2 consists for 26 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2 consists for 14 % of ./U215_P17_R6704097dc773bad1dc4daadc_S1@100.cc.cc17o2 material
./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2 consists for 11 % of ./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 material
./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 consists for 24 % of ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 material
./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 consists for 21 % of ./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 material
./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 consists for 13 % of ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2 material
./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 consists for 10 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 consists for 9 % of ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 material
./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2 consists for 24 % of ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 material
./U212_P17_R67011e13ec56fd55436ce333_S2@0.cc.cc17o2 consists for 22 % of ./U223_P17_R67062675c773bad1dc4e845b_S1@100.cc.cc17o2 material
./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 consists for 22 % of ./U218_P17_R6700fa5cec56fd55436ca70c_S1@100.cc.cc17o2 material
./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 consists for 16 % of ./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2 material
./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 consists for 15 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 consists for 12 % of ./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2 material
./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2 consists for 19 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2 consists for 12 % of ./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 material
./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2 consists for 10 % of ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2 material
./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2 consists for 9 % of ./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2 material
./U234_P17_R6704fd27c773bad1dc4dec72_S6@10.cc.cc17o2 consists for 19 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 consists for 19 % of ./U196_P17_R6700f559ec56fd55436c9a62_S1@100.cc.cc17o2 material
./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 consists for 10 % of ./U168_P17_R670384bbc773bad1dc4c6f75_S1@100.cc.cc17o2 material
./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 consists for 8 % of ./U218_P17_R6700fa5cec56fd55436ca70c_S1@100.cc.cc17o2 material
./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 consists for 7 % of ./U170_P17_R670397cfc773bad1dc4ccea0_S1@100.cc.cc17o2 material
./U140_P17_R6702642cc773bad1dc4bdbc6_S1@100.cc.cc17o2 consists for 16 % of ./U147_P17_R6703ed56c773bad1dc4d8a8d_S1@100.cc.cc17o2 material
./U140_P17_R6702642cc773bad1dc4bdbc6_S1@100.cc.cc17o2 consists for 14 % of ./U160_P17_R6700ff53ec56fd55436cb86d_S1@100.cc.cc17o2 material
./U140_P17_R6702642cc773bad1dc4bdbc6_S1@100.cc.cc17o2 consists for 8 % of ./U143_P17_R67051d15c773bad1dc4e01a5_S1@100.cc.cc17o2 material
./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 consists for 16 % of ./U223_P17_R67062675c773bad1dc4e845b_S1@100.cc.cc17o2 material
./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 consists for 10 % of ./U196_P17_R6700f559ec56fd55436c9a62_S1@100.cc.cc17o2 material
./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 consists for 7 % of ./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2 material
./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 consists for 6 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 consists for 16 % of ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2 material
./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 consists for 6 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U176_P17_R6700f07cec56fd55436c8d75_S1@100.cc.cc17o2 consists for 15 % of ./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 material
./U176_P17_R6700f07cec56fd55436c8d75_S1@100.cc.cc17o2 consists for 10 % of ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 material
./U176_P17_R6700f07cec56fd55436c8d75_S1@100.cc.cc17o2 consists for 9 % of ./U224_P17_R6701007cec56fd55436cbbfa_S1@100.cc.cc17o2 material
./U176_P17_R6700f07cec56fd55436c8d75_S1@100.cc.cc17o2 consists for 8 % of ./U183_P17_R67013504ec56fd55436cf1fa_S1@100.cc.cc17o2 material
./U219_P17_R6701144bec56fd55436cdedd_S1@100.cc.cc17o2 consists for 15 % of ./U224_P17_R6701007cec56fd55436cbbfa_S1@100.cc.cc17o2 material
./U180_P17_R67021186c773bad1dc4ba413_S1@100.cc.cc17o2 consists for 15 % of ./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 material
./U202_P17_R6708b0ebc773bad1dc4f073a_S2@0.cc.cc17o2 consists for 15 % of ./U219_P17_R6701144bec56fd55436cdedd_S1@100.cc.cc17o2 material
./U163_P17_R6703b3e2c773bad1dc4d2e54_S1@100.cc.cc17o2 consists for 12 % of ./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 material
