File ./U127_P82_R66fa9d81ec56fd55436be273_S2@16.cc.cc17o2: 9 tokens, 4 lines (not NL-terminated)
./U182_P82_R66fa514dec56fd55436bce84_S2@16.cc.cc17o2 consists for 18 % of ./U217_P82_R66f7c0d7ec56fd55436a49cf_S7@0.cc.cc17o2 material
./U182_P82_R66fa514dec56fd55436bce84_S2@16.cc.cc17o2 consists for 14 % of ./U189_P82_R66fa31a9ec56fd55436bbb8f_S2@16.cc.cc17o2 material
./U148_P82_R66fa4aceec56fd55436bcba0_S2@0.cc.cc17o2 consists for 17 % of ./U194_P82_R66fbb8acec56fd55436bf7f6_S1@100.cc.cc17o2 material
./U148_P82_R66fa4aceec56fd55436bcba0_S2@0.cc.cc17o2 consists for 16 % of ./U182_P82_R66fa514dec56fd55436bce84_S2@16.cc.cc17o2 material
./U148_P82_R66fa4aceec56fd55436bcba0_S2@0.cc.cc17o2 consists for 15 % of ./U151_P82_R66f7c2b7ec56fd55436a5568_S2@0.cc.cc17o2 material
./U233_P82_R66fa1e5aec56fd55436ba5b4_S3@0.cc.cc17o2 consists for 17 % of ./U2_P82_R66f81556ec56fd55436afedb_S2@16.cc.cc17o2 material
./U230_P82_R66f7eae8ec56fd55436acef1_S1@100.cc.cc17o2 consists for 14 % of ./U236_P82_R66f81ea3ec56fd55436b057e_S1@100.cc.cc17o2 material
./U214_P82_R66f7d195ec56fd55436aaa2a_S1@100.cc.cc17o2 consists for 14 % of ./U48_P82_R66f7bb6cec56fd55436a27f7_S6@16.cc.cc17o2 material
./U205_P82_R66f7b2f4ec56fd554369f4d7_S1@100.cc.cc17o2 consists for 14 % of ./U217_P82_R66f7c0d7ec56fd55436a49cf_S7@0.cc.cc17o2 material
./U219_P82_R66f841c8ec56fd55436b1874_S1@100.cc.cc17o2 consists for 13 % of ./U221_P82_R66f7c3f9ec56fd55436a5c64_S1@100.cc.cc17o2 material
./U162_P82_R66fa233aec56fd55436ba98a_S1@100.cc.cc17o2 consists for 13 % of ./U236_P82_R66f81ea3ec56fd55436b057e_S1@100.cc.cc17o2 material
./U162_P82_R66fa233aec56fd55436ba98a_S1@100.cc.cc17o2 consists for 10 % of ./U208_P82_R66fa3288ec56fd55436bbd45_S2@16.cc.cc17o2 material
./U203_P82_R66f7cc75ec56fd55436a8c4b_S6@0.cc.cc17o2 consists for 13 % of ./U237_P82_R66fa1cc3ec56fd55436ba4a8_S1@100.cc.cc17o2 material
./U203_P82_R66f7cc75ec56fd55436a8c4b_S6@0.cc.cc17o2 consists for 11 % of ./U236_P82_R66f81ea3ec56fd55436b057e_S1@100.cc.cc17o2 material
./U203_P82_R66f7cc75ec56fd55436a8c4b_S6@0.cc.cc17o2 consists for 11 % of ./U217_P82_R66f7c0d7ec56fd55436a49cf_S7@0.cc.cc17o2 material
./U195_P82_R66fd16dbec56fd55436c16bc_S1@100.cc.cc17o2 consists for 13 % of ./U200_P82_R66f7cf4aec56fd55436a9dd0_S1@100.cc.cc17o2 material
./U163_P82_R66fa588dec56fd55436bd20d_S2@34.cc.cc17o2 consists for 12 % of ./U230_P82_R66f7eae8ec56fd55436acef1_S1@100.cc.cc17o2 material
./U163_P82_R66fa588dec56fd55436bd20d_S2@34.cc.cc17o2 consists for 11 % of ./U222_P82_R66fa2e8aec56fd55436bb5a7_S1@100.cc.cc17o2 material
./U156_P82_R66f9fa03ec56fd55436b9868_S1@100.cc.cc17o2 consists for 11 % of ./U183_P82_R66f8b768ec56fd55436b200b_S1@100.cc.cc17o2 material
./U188_P82_R66f7cb7fec56fd55436a8575_S1@100.cc.cc17o2 consists for 10 % of ./U200_P82_R66f7cf4aec56fd55436a9dd0_S1@100.cc.cc17o2 material
