File ./U127_P14_R66f916ecec56fd55436b4d05_S1@100.cc.cc17o2: 294 tokens, 55 lines (not NL-terminated)
./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 consists for 33 % of ./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 material
./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 consists for 7 % of ./U238_P14_R66fa2077ec56fd55436ba788_S1@100.cc.cc17o2 material
./U181_P14_R66f80a5eec56fd55436af2a0_S1@100.cc.cc17o2 consists for 31 % of ./U194_P14_R66fa2a92ec56fd55436baf75_S1@100.cc.cc17o2 material
./U181_P14_R66f80a5eec56fd55436af2a0_S1@100.cc.cc17o2 consists for 24 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U181_P14_R66f80a5eec56fd55436af2a0_S1@100.cc.cc17o2 consists for 9 % of ./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 material
./U181_P14_R66f80a5eec56fd55436af2a0_S1@100.cc.cc17o2 consists for 8 % of ./U213_P14_R66f96e45ec56fd55436b8927_S1@100.cc.cc17o2 material
./U181_P14_R66f80a5eec56fd55436af2a0_S1@100.cc.cc17o2 consists for 6 % of ./U185_P14_R66f8ca88ec56fd55436b28ff_S1@100.cc.cc17o2 material
./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c consists for 30 % of ./U48_P14_R66f7b777ec56fd55436a11ec_S2@80.c material
./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c consists for 14 % of ./U230_P14_R66fa75efec56fd55436bdd75_S3@80.cc.cc17o2 material
./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c consists for 7 % of ./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 material
./U156_P14_R66f9fd4fec56fd55436b994f_S1@100.cc.cc17o2 consists for 29 % of ./U160_P14_R66fa3306ec56fd55436bbdd9_S2@80.cc.cc17o2 material
./U156_P14_R66f9fd4fec56fd55436b994f_S1@100.cc.cc17o2 consists for 20 % of ./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 material
./U156_P14_R66f9fd4fec56fd55436b994f_S1@100.cc.cc17o2 consists for 11 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 29 % of ./U194_P14_R66fa2a92ec56fd55436baf75_S1@100.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 27 % of ./U180_P14_R66f7ff51ec56fd55436ae68d_S1@100.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 15 % of ./U160_P14_R66fa3306ec56fd55436bbdd9_S2@80.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 9 % of ./U162_P14_R66fa302aec56fd55436bb900_S1@100.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 8 % of ./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 material
./U153_P14_R66f9fe8aec56fd55436b99c2_S1@100.cc.cc17o2 consists for 7 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 26 % of ./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 16 % of ./U149_P14_R66f7c98aec56fd55436a79d8_S1@100.c material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 13 % of ./U156_P14_R66f9fd4fec56fd55436b994f_S1@100.cc.cc17o2 material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 11 % of ./U145_P14_R66fa2f75ec56fd55436bb769_S1@100.cc.cc17o2 material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 10 % of ./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c material
./U144_P14_R66fa5e21ec56fd55436bd5a7_S1@100.cc.cc17o2 consists for 9 % of ./U162_P14_R66fa302aec56fd55436bb900_S1@100.cc.cc17o2 material
./U221_P14_R66fa17c1ec56fd55436ba20d_S1@100.cc.cc17o2 consists for 25 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U221_P14_R66fa17c1ec56fd55436ba20d_S1@100.cc.cc17o2 consists for 6 % of ./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 material
./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 consists for 24 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 consists for 21 % of ./U186_P14_R66f8f806ec56fd55436b36ac_S1@100.cc.cc17o2 material
./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 consists for 12 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 consists for 6 % of ./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c material
./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 consists for 6 % of ./U219_P14_R66f8da3bec56fd55436b2c6f_S1@100.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 24 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 17 % of ./U183_P14_R66f8b5bfec56fd55436b1f56_S1@100.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 16 % of ./U154_P14_R66fa0c0aec56fd55436b9e21_S1@100.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 15 % of ./U179_P14_R66f8e1f4ec56fd55436b2f88_S1@100.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 13 % of ./U160_P14_R66fa3306ec56fd55436bbdd9_S2@80.cc.cc17o2 material
./U151_P14_R66f7caa5ec56fd55436a8178_S2@80.cc.cc17o2 consists for 6 % of ./U162_P14_R66fa302aec56fd55436bb900_S1@100.cc.cc17o2 material
./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c consists for 23 % of ./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 material
./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c consists for 12 % of ./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 material
./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c consists for 11 % of ./U48_P14_R66f7b777ec56fd55436a11ec_S2@80.c material
./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c consists for 10 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 consists for 23 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U192_P14_R66fa0fc0ec56fd55436b9f9a_S1@100.cc.cc17o2 consists for 21 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U192_P14_R66fa0fc0ec56fd55436b9f9a_S1@100.cc.cc17o2 consists for 14 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 consists for 21 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 consists for 17 % of ./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c material
./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 consists for 16 % of ./U48_P14_R66f7b777ec56fd55436a11ec_S2@80.c material
./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 consists for 9 % of ./U238_P14_R66fa2077ec56fd55436ba788_S1@100.cc.cc17o2 material
./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 consists for 8 % of ./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 material
./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 consists for 21 % of ./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 material
./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 consists for 12 % of ./U159_P14_R66f838cfec56fd55436b12f6_S1@100.cc.cc17o2 material
./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 consists for 11 % of ./U230_P14_R66fa75efec56fd55436bdd75_S3@80.cc.cc17o2 material
./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 consists for 11 % of ./U205_P14_R66f7a689ec56fd554369c0ce_S1@100.cc.cc17o2 material
./U158_P14_R66f819acec56fd55436b01e3_S1@100.cc.cc17o2 consists for 10 % of ./U237_P14_R66f8143bec56fd55436afdb2_S1@100.cc.cc17o2 material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 19 % of ./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 11 % of ./U173_P14_R66f7d414ec56fd55436ab91e_S1@100.cc.cc17o2 material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 11 % of ./U221_P14_R66fa17c1ec56fd55436ba20d_S1@100.cc.cc17o2 material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 8 % of ./U176_P14_R66f7ccffec56fd55436a8f40_S1@100.cc.cc17o2 material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 8 % of ./U182_P14_R66fa4c52ec56fd55436bcc0c_S2@80.cc.cc17o2 material
./U166_P14_R66fbb82fec56fd55436bf758_S2@80.cc.cc17o2 consists for 7 % of ./U233_P14_R66fa684bec56fd55436bd9ea_S1@100.cc.cc17o2 material
./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 consists for 19 % of ./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 material
./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 consists for 16 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 consists for 12 % of ./U192_P14_R66fa0fc0ec56fd55436b9f9a_S1@100.cc.cc17o2 material
./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 consists for 8 % of ./U198_P14_R66fa40b5ec56fd55436bc73a_S1@100.cc.cc17o2 material
./U190_P14_R66f7eddaec56fd55436ad2d9_S3@80.cc.cc17o2 consists for 19 % of ./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 material
./U188_P14_R66fa60b6ec56fd55436bd678_S1@100.cc.cc17o2 consists for 19 % of ./U200_P14_R66f7a37eec56fd554369b8e0_S1@100.cc.cc17o2 material
./U188_P14_R66fa60b6ec56fd55436bd678_S1@100.cc.cc17o2 consists for 9 % of ./U205_P14_R66f7a689ec56fd554369c0ce_S1@100.cc.cc17o2 material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 19 % of ./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 18 % of ./U189_P14_R66fa3f93ec56fd55436bc6ff_S2@80.cc.cc17o2 material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 16 % of ./U180_P14_R66f7ff51ec56fd55436ae68d_S1@100.cc.cc17o2 material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 13 % of ./U194_P14_R66fa2a92ec56fd55436baf75_S1@100.cc.cc17o2 material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 10 % of ./U228_P14_R66f7d0edec56fd55436aa6b6_S7@0.c material
./U174_P14_R66fa678eec56fd55436bd9c1_S1@100.cc.cc17o2 consists for 8 % of ./U182_P14_R66fa4c52ec56fd55436bcc0c_S2@80.cc.cc17o2 material
./U178_P14_R66f93c21ec56fd55436b6baa_S1@100.cc.cc17o2 consists for 18 % of ./U219_P14_R66f8da3bec56fd55436b2c6f_S1@100.cc.cc17o2 material
./U178_P14_R66f93c21ec56fd55436b6baa_S1@100.cc.cc17o2 consists for 12 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U178_P14_R66f93c21ec56fd55436b6baa_S1@100.cc.cc17o2 consists for 7 % of ./U194_P14_R66fa2a92ec56fd55436baf75_S1@100.cc.cc17o2 material
./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 consists for 18 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 consists for 11 % of ./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 material
./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 consists for 7 % of ./U48_P14_R66f7b777ec56fd55436a11ec_S2@80.c material
./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 consists for 6 % of ./U211_P14_R66f93b37ec56fd55436b6afd_S1@100.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 16 % of ./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 10 % of ./U221_P14_R66fa17c1ec56fd55436ba20d_S1@100.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 10 % of ./U214_P14_R66fcc6feec56fd55436c0d62_S2@0.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 8 % of ./U238_P14_R66fa2077ec56fd55436ba788_S1@100.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 7 % of ./U204_P14_R66fa341dec56fd55436bbeb4_S1@100.cc.cc17o2 material
./U199_P14_R66f80456ec56fd55436aec84_S1@100.cc.cc17o2 consists for 7 % of ./U230_P14_R66fa75efec56fd55436bdd75_S3@80.cc.cc17o2 material
./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 consists for 16 % of ./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 material
./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 consists for 16 % of ./U230_P14_R66fa75efec56fd55436bdd75_S3@80.cc.cc17o2 material
./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 consists for 8 % of ./U238_P14_R66fa2077ec56fd55436ba788_S1@100.cc.cc17o2 material
./U127_P14_R66f916ecec56fd55436b4d05_S1@100.cc.cc17o2 consists for 15 % of ./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 material
./U127_P14_R66f916ecec56fd55436b4d05_S1@100.cc.cc17o2 consists for 11 % of ./U186_P14_R66f8f806ec56fd55436b36ac_S1@100.cc.cc17o2 material
./U140_P14_R66f9216bec56fd55436b5833_S1@100.cc.cc17o2 consists for 14 % of ./U192_P14_R66fa0fc0ec56fd55436b9f9a_S1@100.cc.cc17o2 material
./U140_P14_R66f9216bec56fd55436b5833_S1@100.cc.cc17o2 consists for 13 % of ./U186_P14_R66f8f806ec56fd55436b36ac_S1@100.cc.cc17o2 material
./U140_P14_R66f9216bec56fd55436b5833_S1@100.cc.cc17o2 consists for 11 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U140_P14_R66f9216bec56fd55436b5833_S1@100.cc.cc17o2 consists for 10 % of ./U157_P14_R66fce47aec56fd55436c107f_S1@100.cc.cc17o2 material
./U140_P14_R66f9216bec56fd55436b5833_S1@100.cc.cc17o2 consists for 9 % of ./U148_P14_R66f7cb92ec56fd55436a85da_S1@100.cc.cc17o2 material
./U200_P14_R66f7a37eec56fd554369b8e0_S1@100.cc.cc17o2 consists for 14 % of ./U203_P14_R66f7cb1cec56fd55436a83c5_S1@100.c material
./U200_P14_R66f7a37eec56fd554369b8e0_S1@100.cc.cc17o2 consists for 11 % of ./U214_P14_R66fcc6feec56fd55436c0d62_S2@0.cc.cc17o2 material
./U200_P14_R66f7a37eec56fd554369b8e0_S1@100.cc.cc17o2 consists for 11 % of ./U213_P14_R66f96e45ec56fd55436b8927_S1@100.cc.cc17o2 material
./U213_P14_R66f96e45ec56fd55436b8927_S1@100.cc.cc17o2 consists for 13 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
./U213_P14_R66f96e45ec56fd55436b8927_S1@100.cc.cc17o2 consists for 8 % of ./U225_P14_R66fa31b3ec56fd55436bbbdc_S1@100.cc.cc17o2 material
./U213_P14_R66f96e45ec56fd55436b8927_S1@100.cc.cc17o2 consists for 7 % of ./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 material
./U198_P14_R66fa40b5ec56fd55436bc73a_S1@100.cc.cc17o2 consists for 11 % of ./U201_P14_R66f7b01eec56fd554369e59f_S1@100.cc.cc17o2 material
./U198_P14_R66fa40b5ec56fd55436bc73a_S1@100.cc.cc17o2 consists for 11 % of ./U227_P14_R66fa31fcec56fd55436bbc49_S1@100.cc.cc17o2 material
./U198_P14_R66fa40b5ec56fd55436bc73a_S1@100.cc.cc17o2 consists for 11 % of ./U205_P14_R66f7a689ec56fd554369c0ce_S1@100.cc.cc17o2 material
./U219_P14_R66f8da3bec56fd55436b2c6f_S1@100.cc.cc17o2 consists for 8 % of ./U224_P14_R66fb689cec56fd55436bee14_S6@0.cc.cc17o2 material
./U219_P14_R66f8da3bec56fd55436b2c6f_S1@100.cc.cc17o2 consists for 7 % of ./U222_P14_R66fa229bec56fd55436ba914_S1@100.cc.cc17o2 material
./U219_P14_R66f8da3bec56fd55436b2c6f_S1@100.cc.cc17o2 consists for 7 % of ./U236_P14_R66f8198fec56fd55436b01b3_S1@100.cc.cc17o2 material
