File ./U127_P90_R6702756ac773bad1dc4be832_S3@70.cc.cc17o2: 326 tokens, 59 lines (not NL-terminated)
./U143_P90_R67052634c773bad1dc4e0f89_S1@100.cc.cc17o2 consists for 27 % of ./U157_P90_R67061682c773bad1dc4e7bfc_S1@100.cc.cc17o2 material
./U143_P90_R67052634c773bad1dc4e0f89_S1@100.cc.cc17o2 consists for 8 % of ./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2 material
./U203_P90_R67061fe5c773bad1dc4e811c_S2@0.cc.cc17o2 consists for 43 % of ./U222_P90_R67061401c773bad1dc4e78bb_S1@100.cc.cc17o2 material
./U203_P90_R67061fe5c773bad1dc4e811c_S2@0.cc.cc17o2 consists for 11 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U204_P90_R67037ce5c773bad1dc4c5556_S1@100.cc.cc17o2 consists for 43 % of ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 material
./U159_P90_R67037f32c773bad1dc4c5a6b_S1@100.cc.cc17o2 consists for 41 % of ./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2 material
./U159_P90_R67037f32c773bad1dc4c5a6b_S1@100.cc.cc17o2 consists for 12 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U159_P90_R67037f32c773bad1dc4c5a6b_S1@100.cc.cc17o2 consists for 6 % of ./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 material
./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2 consists for 41 % of ./U171_P90_R6703a703c773bad1dc4d0fe5_S1@100.cc.cc17o2 material
./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2 consists for 26 % of ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 material
./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2 consists for 17 % of ./U175_P90_R6703cfe8c773bad1dc4d611e_S1@100.cc.cc17o2 material
./U160_P90_R67025de4c773bad1dc4bd7bc_S1@100.cc.cc17o2 consists for 40 % of ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 material
./U160_P90_R67025de4c773bad1dc4bd7bc_S1@100.cc.cc17o2 consists for 32 % of ./U175_P90_R6703cfe8c773bad1dc4d611e_S1@100.cc.cc17o2 material
./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 consists for 38 % of ./U233_P90_R6703630bc773bad1dc4c4365_S1@100.cc.cc17o2 material
./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 consists for 8 % of ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 material
./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 consists for 36 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 consists for 34 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 consists for 9 % of ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 material
./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 consists for 6 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 consists for 5 % of ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 30 % of ./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 13 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 10 % of ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 5 % of ./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 5 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 4 % of ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 material
./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 consists for 4 % of ./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2 material
./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2 consists for 28 % of ./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 material
./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2 consists for 13 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2 consists for 12 % of ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 material
./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2 consists for 6 % of ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 material
./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2 consists for 5 % of ./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 28 % of ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 23 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 8 % of ./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 8 % of ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 6 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 6 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 5 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 consists for 4 % of ./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 material
./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2 consists for 26 % of ./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2 material
./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2 consists for 10 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2 consists for 5 % of ./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 material
./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2 consists for 5 % of ./U222_P90_R67061401c773bad1dc4e78bb_S1@100.cc.cc17o2 material
./U133_P90_R67055e52c773bad1dc4e41d4_S1@100.cc.cc17o2 consists for 25 % of ./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2 material
./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 consists for 24 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 consists for 24 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 consists for 5 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U175_P90_R6703cfe8c773bad1dc4d611e_S1@100.cc.cc17o2 consists for 24 % of ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 material
./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 consists for 23 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 consists for 23 % of ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 material
./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 consists for 15 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 consists for 6 % of ./U217_P90_R67039d84c773bad1dc4ce937_S1@100.cc.cc17o2 material
./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 consists for 6 % of ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 material
./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2 consists for 22 % of ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 material
./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2 consists for 12 % of ./U204_P90_R67037ce5c773bad1dc4c5556_S1@100.cc.cc17o2 material
./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2 consists for 5 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
./U135_P90_R6703a06fc773bad1dc4cf6c7_S1@100.cc.cc17o2 consists for 21 % of ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 material
./U135_P90_R6703a06fc773bad1dc4cf6c7_S1@100.cc.cc17o2 consists for 15 % of ./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 material
./U135_P90_R6703a06fc773bad1dc4cf6c7_S1@100.cc.cc17o2 consists for 14 % of ./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 material
./U135_P90_R6703a06fc773bad1dc4cf6c7_S1@100.cc.cc17o2 consists for 8 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U135_P90_R6703a06fc773bad1dc4cf6c7_S1@100.cc.cc17o2 consists for 5 % of ./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 material
./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 consists for 21 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 consists for 17 % of ./U231_P90_R67088bb0c773bad1dc4f0074_S1@100.cc.cc17o2 material
./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 consists for 9 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 consists for 6 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 consists for 5 % of ./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2 material
./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 consists for 19 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 consists for 16 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 consists for 9 % of ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 material
./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2 consists for 17 % of ./U234_P90_R6703ad4bc773bad1dc4d20fc_S2@0.cc.cc17o2 material
./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2 consists for 10 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2 consists for 8 % of ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 material
./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 consists for 17 % of ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 material
./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 consists for 5 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 consists for 5 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 consists for 3 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 consists for 17 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 consists for 7 % of ./U234_P90_R6703ad4bc773bad1dc4d20fc_S2@0.cc.cc17o2 material
./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 consists for 17 % of ./U224_P90_R6701f4d5c773bad1dc4b9604_S1@100.cc.cc17o2 material
./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 consists for 16 % of ./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2 material
./U163_P90_R670399c9c773bad1dc4cd8c1_S1@100.cc.cc17o2 consists for 16 % of ./U197_P90_R67013b5dec56fd55436cfef4_S1@100.cc.cc17o2 material
./U163_P90_R670399c9c773bad1dc4cd8c1_S1@100.cc.cc17o2 consists for 7 % of ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 material
./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 consists for 15 % of ./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2 material
./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 consists for 15 % of ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 material
./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 consists for 12 % of ./U193_P90_R6708df43c773bad1dc4f12c3_S2@0.cc.cc17o2 material
./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 consists for 4 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 consists for 4 % of ./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2 material
./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 consists for 15 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 consists for 15 % of ./U229_P90_R67089addc773bad1dc4f03e6_S1@100.cc.cc17o2 material
./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 consists for 6 % of ./U238_P90_R67062d32c773bad1dc4e89be_S1@100.cc.cc17o2 material
./U156_P90_R6705f1cec773bad1dc4e5b2a_S1@100.cc.cc17o2 consists for 15 % of ./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 material
./U156_P90_R6705f1cec773bad1dc4e5b2a_S1@100.cc.cc17o2 consists for 12 % of ./U192_P90_R67027363c773bad1dc4be5e9_S1@100.cc.cc17o2 material
./U156_P90_R6705f1cec773bad1dc4e5b2a_S1@100.cc.cc17o2 consists for 11 % of ./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2 material
./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 consists for 14 % of ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2 material
./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 consists for 12 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 consists for 8 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 consists for 6 % of ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 material
./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 consists for 6 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U202_P90_R6708b77ec773bad1dc4f0a7f_S2@0.cc.cc17o2 consists for 11 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U202_P90_R6708b77ec773bad1dc4f0a7f_S2@0.cc.cc17o2 consists for 6 % of ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2 material
./U129_P90_R67036711c773bad1dc4c4655_S1@100.cc.cc17o2 consists for 11 % of ./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2 material
./U129_P90_R67036711c773bad1dc4c4655_S1@100.cc.cc17o2 consists for 6 % of ./U150_P90_R67014bacc773bad1dc4b6f38_S1@100.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 11 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 5 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 5 % of ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 5 % of ./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 4 % of ./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 material
./U162_P90_R670567eac773bad1dc4e45ed_S1@100.cc.cc17o2 consists for 4 % of ./U166_P90_R67034d70c773bad1dc4c352e_S2@0.cc.cc17o2 material
./U213_P90_R6705ffe8c773bad1dc4e667a_S1@100.cc.cc17o2 consists for 11 % of ./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 material
./U213_P90_R6705ffe8c773bad1dc4e667a_S1@100.cc.cc17o2 consists for 7 % of ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 material
./U192_P90_R67027363c773bad1dc4be5e9_S1@100.cc.cc17o2 consists for 11 % of ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2 material
./U192_P90_R67027363c773bad1dc4be5e9_S1@100.cc.cc17o2 consists for 10 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U192_P90_R67027363c773bad1dc4be5e9_S1@100.cc.cc17o2 consists for 6 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U127_P90_R6702756ac773bad1dc4be832_S3@70.cc.cc17o2 consists for 10 % of ./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2 material
./U234_P90_R6703ad4bc773bad1dc4d20fc_S2@0.cc.cc17o2 consists for 10 % of ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 material
./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2 consists for 10 % of ./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2 material
./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2 consists for 7 % of ./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2 material
./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2 consists for 7 % of ./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 material
./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2 consists for 8 % of ./U231_P90_R67088bb0c773bad1dc4f0074_S1@100.cc.cc17o2 material
./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2 consists for 7 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2 consists for 5 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2 consists for 5 % of ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 material
./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2 consists for 7 % of ./U204_P90_R67037ce5c773bad1dc4c5556_S1@100.cc.cc17o2 material
./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2 consists for 7 % of ./U234_P90_R6703ad4bc773bad1dc4d20fc_S2@0.cc.cc17o2 material
./U155_P90_R6703af49c773bad1dc4d25de_S1@100.cc.cc17o2 consists for 7 % of ./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 material
./U155_P90_R6703af49c773bad1dc4d25de_S1@100.cc.cc17o2 consists for 6 % of ./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2 material
./U147_P90_R67041ce2c773bad1dc4db2f3_S1@100.cc.cc17o2 consists for 7 % of ./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2 material
./U140_P90_R67051493c773bad1dc4dfa8c_S1@100.cc.cc17o2 consists for 7 % of ./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2 material
./U140_P90_R67051493c773bad1dc4dfa8c_S1@100.cc.cc17o2 consists for 6 % of ./U203_P90_R67061fe5c773bad1dc4e811c_S2@0.cc.cc17o2 material
./U140_P90_R67051493c773bad1dc4dfa8c_S1@100.cc.cc17o2 consists for 5 % of ./U141_P90_R6702d5fbc773bad1dc4c2649_S1@100.cc.cc17o2 material
./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2 consists for 6 % of ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 material
./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2 consists for 4 % of ./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2 material
./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 consists for 6 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 consists for 4 % of ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2 material
./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2 consists for 4 % of ./U238_P90_R67062d32c773bad1dc4e89be_S1@100.cc.cc17o2 material
./U227_P90_R6703c8ddc773bad1dc4d58b4_S1@100.cc.cc17o2 consists for 5 % of ./U231_P90_R67088bb0c773bad1dc4f0074_S1@100.cc.cc17o2 material
./U197_P90_R67013b5dec56fd55436cfef4_S1@100.cc.cc17o2 consists for 5 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
