File ./U127_P39_R6707e279c773bad1dc4eee59_S1@100.cc.cc17o2: 242 tokens, 41 lines (not NL-terminated)
./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2 consists for 17 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U155_P39_R6704921dc773bad1dc4dbc19_S1@100.cc.cc17o2 consists for 46 % of ./U162_P39_R67053119c773bad1dc4e1cc6_S1@100.cc.cc17o2 material
./U155_P39_R6704921dc773bad1dc4dbc19_S1@100.cc.cc17o2 consists for 24 % of ./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 material
./U155_P39_R6704921dc773bad1dc4dbc19_S1@100.cc.cc17o2 consists for 23 % of ./U178_P39_R67039981c773bad1dc4cd755_S1@100.cc.cc17o2 material
./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 consists for 45 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U153_P39_R67063ffec773bad1dc4e91c2_S1@100.cc.cc17o2 consists for 44 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U153_P39_R67063ffec773bad1dc4e91c2_S1@100.cc.cc17o2 consists for 21 % of ./U156_P39_R67055527c773bad1dc4e3a10_S6@0.cc.cc17o2 material
./U153_P39_R67063ffec773bad1dc4e91c2_S1@100.cc.cc17o2 consists for 17 % of ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 material
./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 consists for 42 % of ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 material
./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 consists for 24 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 consists for 12 % of ./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2 material
./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 consists for 11 % of ./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2 material
./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 consists for 42 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 consists for 21 % of ./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2 material
./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 consists for 13 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 consists for 11 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 consists for 42 % of ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 material
./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 consists for 38 % of ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 material
./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 consists for 14 % of ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 material
./U203_P39_R67052429c773bad1dc4e0b82_S3@50.cc.cc17o2 consists for 41 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U203_P39_R67052429c773bad1dc4e0b82_S3@50.cc.cc17o2 consists for 28 % of ./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 material
./U203_P39_R67052429c773bad1dc4e0b82_S3@50.cc.cc17o2 consists for 22 % of ./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2 material
./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 consists for 40 % of ./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 material
./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 consists for 18 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 consists for 15 % of ./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 material
./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2 consists for 40 % of ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 material
./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2 consists for 37 % of ./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2 material
./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2 consists for 23 % of ./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 material
./U170_P39_R6705d59ac773bad1dc4e4ee8_S2@0.cc.cc17o2 consists for 39 % of ./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 material
./U170_P39_R6705d59ac773bad1dc4e4ee8_S2@0.cc.cc17o2 consists for 37 % of ./U189_P39_R6704961cc773bad1dc4dbec5_S1@100.cc.cc17o2 material
./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2 consists for 39 % of ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 material
./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2 consists for 33 % of ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 material
./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 consists for 39 % of ./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2 material
./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 consists for 23 % of ./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 material
./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 consists for 20 % of ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 material
./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 consists for 10 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U133_P39_R6707f7b0c773bad1dc4ef520_S1@100.cc.cc17o2 consists for 38 % of ./U134_P39_R6703983bc773bad1dc4cd110_S1@100.cc.cc17o2 material
./U133_P39_R6707f7b0c773bad1dc4ef520_S1@100.cc.cc17o2 consists for 29 % of ./U136_P39_R67079a95c773bad1dc4edd70_S1@100.cc.cc17o2 material
./U133_P39_R6707f7b0c773bad1dc4ef520_S1@100.cc.cc17o2 consists for 21 % of ./U141_P39_R670530dac773bad1dc4e1c1b_S1@100.cc.cc17o2 material
./U166_P39_R6709375cc773bad1dc4f1d41_S1@100.cc.cc17o2 consists for 36 % of ./U218_P39_R6703aa7cc773bad1dc4d1b93_S1@100.cc.cc17o2 material
./U166_P39_R6709375cc773bad1dc4f1d41_S1@100.cc.cc17o2 consists for 14 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U166_P39_R6709375cc773bad1dc4f1d41_S1@100.cc.cc17o2 consists for 8 % of ./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 material
./U178_P39_R67039981c773bad1dc4cd755_S1@100.cc.cc17o2 consists for 35 % of ./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 material
./U178_P39_R67039981c773bad1dc4cd755_S1@100.cc.cc17o2 consists for 30 % of ./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2 material
./U178_P39_R67039981c773bad1dc4cd755_S1@100.cc.cc17o2 consists for 15 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 consists for 35 % of ./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 material
./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 consists for 26 % of ./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 material
./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 consists for 21 % of ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 material
./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 consists for 17 % of ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 material
./U140_P39_R6703ccb3c773bad1dc4d5d7a_S1@100.cc.cc17o2 consists for 35 % of ./U155_P39_R6704921dc773bad1dc4dbc19_S1@100.cc.cc17o2 material
./U140_P39_R6703ccb3c773bad1dc4d5d7a_S1@100.cc.cc17o2 consists for 30 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U140_P39_R6703ccb3c773bad1dc4d5d7a_S1@100.cc.cc17o2 consists for 22 % of ./U192_P39_R670542c6c773bad1dc4e2a35_S1@100.cc.cc17o2 material
./U140_P39_R6703ccb3c773bad1dc4d5d7a_S1@100.cc.cc17o2 consists for 14 % of ./U142_P39_R6703f8c7c773bad1dc4d9a0d_S1@100.cc.cc17o2 material
./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2 consists for 34 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2 consists for 22 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2 consists for 12 % of ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 material
./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 consists for 33 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 consists for 13 % of ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 material
./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 consists for 32 % of ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 material
./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 consists for 25 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 consists for 22 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 consists for 12 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U128_P39_R6707608cc773bad1dc4ed0b0_S3@50.cc.cc17o2 consists for 32 % of ./U134_P39_R6703983bc773bad1dc4cd110_S1@100.cc.cc17o2 material
./U128_P39_R6707608cc773bad1dc4ed0b0_S3@50.cc.cc17o2 consists for 18 % of ./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2 material
./U128_P39_R6707608cc773bad1dc4ed0b0_S3@50.cc.cc17o2 consists for 17 % of ./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 material
./U128_P39_R6707608cc773bad1dc4ed0b0_S3@50.cc.cc17o2 consists for 14 % of ./U155_P39_R6704921dc773bad1dc4dbc19_S1@100.cc.cc17o2 material
./U128_P39_R6707608cc773bad1dc4ed0b0_S3@50.cc.cc17o2 consists for 11 % of ./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2 material
./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 consists for 32 % of ./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2 material
./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 consists for 22 % of ./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 material
./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 consists for 18 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 consists for 18 % of ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 material
./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2 consists for 29 % of ./U183_P39_R670395c4c773bad1dc4cc43c_S1@100.cc.cc17o2 material
./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2 consists for 27 % of ./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 material
./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2 consists for 16 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 consists for 28 % of ./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2 material
./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 consists for 20 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 consists for 15 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 consists for 11 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2 consists for 28 % of ./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2 material
./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2 consists for 23 % of ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 material
./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2 consists for 11 % of ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 material
./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2 consists for 10 % of ./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 material
./U157_P39_R670aad96c773bad1dc4f3454_S1@100.cc.cc17o2 consists for 24 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U157_P39_R670aad96c773bad1dc4f3454_S1@100.cc.cc17o2 consists for 11 % of ./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 material
./U127_P39_R6707e279c773bad1dc4eee59_S1@100.cc.cc17o2 consists for 24 % of ./U157_P39_R670aad96c773bad1dc4f3454_S1@100.cc.cc17o2 material
./U127_P39_R6707e279c773bad1dc4eee59_S1@100.cc.cc17o2 consists for 14 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U127_P39_R6707e279c773bad1dc4eee59_S1@100.cc.cc17o2 consists for 10 % of ./U129_P39_R670a7c32c773bad1dc4f2fdd_S1@100.cc.cc17o2 material
./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 consists for 24 % of ./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2 material
./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 consists for 16 % of ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 material
./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 consists for 23 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 consists for 22 % of ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 material
./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 consists for 16 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 consists for 16 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 consists for 22 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 consists for 14 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 consists for 14 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 consists for 11 % of ./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2 material
./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 consists for 22 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2 consists for 21 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2 consists for 15 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2 consists for 21 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2 consists for 19 % of ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 material
./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 consists for 21 % of ./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2 material
./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 consists for 13 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 consists for 13 % of ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 19 % of ./U189_P39_R6704961cc773bad1dc4dbec5_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 14 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 11 % of ./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 11 % of ./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 11 % of ./U157_P39_R670aad96c773bad1dc4f3454_S1@100.cc.cc17o2 material
./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 consists for 10 % of ./U158_P39_R6703a767c773bad1dc4d10d5_S1@100.cc.cc17o2 material
./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 consists for 17 % of ./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 material
./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 consists for 12 % of ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 material
./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 consists for 12 % of ./U190_P39_R6703a528c773bad1dc4d09e2_S1@100.cc.cc17o2 material
./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 consists for 10 % of ./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2 material
./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 consists for 8 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U192_P39_R670542c6c773bad1dc4e2a35_S1@100.cc.cc17o2 consists for 17 % of ./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 material
./U192_P39_R670542c6c773bad1dc4e2a35_S1@100.cc.cc17o2 consists for 11 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2 consists for 15 % of ./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2 material
./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2 consists for 10 % of ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2 material
./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2 consists for 8 % of ./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2 material
./U145_P39_R67068fc0c773bad1dc4ead69_S1@100.cc.cc17o2 consists for 14 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U145_P39_R67068fc0c773bad1dc4ead69_S1@100.cc.cc17o2 consists for 7 % of ./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2 material
./U176_P39_R670399b0c773bad1dc4cd88c_S1@100.cc.cc17o2 consists for 14 % of ./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 material
